id,name,description,founder_email,funding_goal,amount_raised,status,created_at
125,Raju-Bail,"Architecto labore qui. Nesciunt quibusdam id. Eum velit magnam.
Saepe quae at quibusdam eveniet placeat itaque. Aliquam error magni commodi sapiente inventore. Quo molestias laborum iusto.",aachalkannan662@gmail.com,6173714.19,2435556.01,rejected,2024-04-03
126,Sodhi-Reddy,"Amet minus eius iusto. Similique soluta quaerat repellat.
Assumenda aut nobis doloremque esse sed. Voluptates molestiae doloribus neque nesciunt.",kamalakrish846@gmail.com,9380911.25,4203058.27,pending,2023-02-02
127,Dhar Inc,"Esse delectus cum placeat aliquid rem.
Natus error rem veniam dicta. Dolorum nesciunt sed nam.",nikitaseth558@gmail.com,3018927.35,385389.14,pending,2023-04-22
128,Mand-Sidhu,"Esse harum eaque. Veritatis animi mollitia iure error.
Quidem sequi incidunt explicabo occaecati. Nihil iste labore nihil doloribus.",warhilata538@gmail.com,3867404.54,3460587.68,rejected,2020-07-29
129,Balasubramanian-Dhar,"Assumenda illum quae ut natus reiciendis ut. Eveniet eaque hic unde eaque numquam laudantium.
Dolorem ut placeat quos. Reprehenderit consequatur sapiente occaecati.",qasimkulkarni833@gmail.com,5199302.73,2726043.03,approved,2023-10-08
130,Ratta-Upadhyay,Adipisci quod facilis accusantium enim veritatis. Debitis doloremque laudantium fugit. Reiciendis asperiores asperiores ullam beatae.,theodoresama973@gmail.com,3993048.69,1884724.34,rejected,2022-06-06
131,"Thaker, Borah and Pant",Eveniet pariatur quisquam facilis dolorum nam voluptatem iste. Deserunt recusandae inventore eum.,zilmilkunda530@gmail.com,1898673.14,379.27,pending,2020-03-03
132,Gade LLC,"Recusandae reprehenderit laboriosam fuga est repellendus nulla. Dicta beatae quam natus.
Hic veniam deleniti hic sapiente optio alias sit. Mollitia ab repellendus.",imaranmanda491@gmail.com,5137125.95,1596762.48,pending,2020-12-16
133,Shanker-Vora,"Soluta excepturi non ut sint quidem vitae. Tenetur sunt veniam ullam pariatur.
Perspiciatis deserunt nulla exercitationem corrupti. Quam laboriosam officia dignissimos ea eligendi.",upkaarnatt297@gmail.com,2875392.57,2441595.17,approved,2024-07-08
134,"Narayanan, Misra and Venkatesh","At dolorum velit fugit nobis officiis aliquid iusto.
Iste doloremque ducimus.",patrickramesh163@gmail.com,5947184.86,606534.9,rejected,2022-04-28
135,"Venkataraman, Kara and Bhandari","Natus consectetur voluptatum esse pariatur. Sint molestiae accusamus dolorem.
Sunt dolorem earum nisi aliquid ratione laborum. Illo atque consectetur omnis odio rerum.",chakradevkala161@gmail.com,3161151.53,293825.52,pending,2021-05-19
136,"Chokshi, Chandra and Manne",Beatae quam soluta harum totam vero expedita. Omnis sit sint cupiditate asperiores. Labore necessitatibus sed nam. Sit possimus itaque pariatur vero.,sathvikwable5@gmail.com,8099868.81,7583686.0,pending,2020-07-28
137,"Khare, Kade and Walia","Officiis nulla magnam vitae. Provident repellendus vero nesciunt mollitia. Culpa itaque quaerat tenetur.
Occaecati saepe alias commodi dolores corrupti.",yadavikata524@gmail.com,3433493.42,2329666.95,pending,2020-07-18
138,Bava Inc,Occaecati atque deserunt. Fuga inventore minima soluta saepe ab placeat.,rachitbalakrishnan478@gmail.com,4355876.97,3073771.53,pending,2024-09-30
139,Bhalla-Dass,"Labore quae magni laudantium eum et perspiciatis impedit.
Sint ullam saepe libero excepturi corporis. Nam consectetur aliquid. Praesentium error doloribus odit officiis velit.",niharikashanker563@gmail.com,6627034.43,2304638.27,pending,2024-09-22
140,Rai-Kanda,Quas autem voluptas voluptates laudantium nulla. Natus rerum deleniti amet nisi modi inventore. Quo qui minus quas corporis. Eum corporis quas architecto beatae corrupti.,parthdevi291@gmail.com,2538271.37,1305067.36,approved,2023-12-25
141,Parekh-Bir,At atque impedit expedita dicta illum. Laborum molestiae accusantium expedita autem dolorum. Rem numquam enim facilis iure libero.,damyantigarg508@gmail.com,5454919.87,781939.85,rejected,2023-12-13
142,Krishnan LLC,"Quos officiis fugiat dolorem aliquid voluptatibus delectus. Tenetur fuga mollitia architecto.
Pariatur libero saepe incidunt inventore molestias sit. Dignissimos optio repudiandae optio.",arunimaradhakrishnan192@gmail.com,7614285.51,20206.7,rejected,2023-12-10
143,Ravel-Vaidya,"Labore eaque fugiat nulla. Ipsum doloribus natus dolores.
Vero hic itaque voluptate ad fugit placeat.",nikitakothari500@gmail.com,1785033.53,1197370.87,rejected,2023-01-01
144,Ravi Ltd,Harum quisquam sint quas suscipit explicabo. Quasi tenetur explicabo totam aliquam. Repudiandae optio blanditiis commodi.,anushamannan657@gmail.com,5369267.72,1656281.1,rejected,2023-10-19
145,Sharaf-Issac,"Voluptatem doloremque cumque beatae explicabo ullam totam. Veniam maiores nihil eligendi possimus. Delectus sed molestiae eius similique qui.
Doloribus quibusdam consectetur quam sapiente labore.",onkarahluwalia285@gmail.com,5519765.59,2462110.7,rejected,2022-08-09
146,Mammen-Sehgal,Quia incidunt officia quaerat. Aspernatur maxime voluptate sint molestiae voluptatum. Repellat necessitatibus vero vel saepe fugiat.,gangabajaj370@gmail.com,6563645.74,4270423.97,rejected,2024-02-13
147,Seshadri Group,Officia dolor placeat esse voluptates. Temporibus porro voluptatibus porro repudiandae ipsum. Hic ullam aliquid architecto.,aishanicherian912@gmail.com,2526098.58,276050.34,approved,2022-09-01
148,"Parikh, Loke and Pathak","Iure consequuntur itaque assumenda modi cupiditate reprehenderit.
Minus mollitia placeat debitis repellendus non aspernatur.",guneetjaggi813@gmail.com,2359086.77,1046362.47,rejected,2023-11-03
149,"Dutt, Iyengar and Garde",Laboriosam laborum asperiores odio possimus. Harum blanditiis nemo cum tempora modi.,ethansaran415@gmail.com,6043883.13,132603.86,approved,2023-01-28
150,Chacko Group,Voluptatum dignissimos amet. Aliquam error maiores quae. Ab repudiandae placeat maxime sed veritatis.,praneelramakrishnan923@gmail.com,5593969.35,2604528.26,pending,2021-11-26
151,"Subramanian, Apte and Chadha",Deleniti accusantium animi esse adipisci sit laboriosam. Consequuntur natus assumenda doloremque. Odio corrupti dolorum harum fugiat commodi provident.,oshamisra926@gmail.com,5500985.7,3158220.56,approved,2020-12-04
152,Patla-Mody,Saepe tempore vitae dolorem eaque fuga. Tempore iusto suscipit commodi aspernatur veritatis nemo. Laudantium autem sequi numquam perspiciatis beatae aspernatur sequi.,krishnadey662@gmail.com,5692896.42,1121935.77,approved,2024-10-28
153,Bera LLC,Eos fugiat ea eligendi. Cupiditate accusamus vero velit suscipit sapiente doloribus suscipit. Sequi cumque dolorum eveniet.,iraperi135@gmail.com,3639950.56,2521578.31,rejected,2023-03-12
154,Apte-Vohra,"Id iusto ea aperiam cum. Enim ab sit fuga voluptatem sapiente.
Asperiores sapiente debitis. Aliquam deserunt a.
Culpa in rerum quis corrupti. Neque explicabo dolores.",upasnaramaswamy142@gmail.com,5464507.39,4789976.08,approved,2020-06-22
155,"Sastry, Ganesh and Gole",Sequi omnis assumenda delectus. Impedit eum labore fugiat tempora cum.,eiravatimanne525@gmail.com,5586144.95,4790742.38,rejected,2020-11-17
156,"Vaidya, Chatterjee and Agarwal",Omnis illum corporis perspiciatis aut amet dolores similique. Officia accusamus porro itaque eius in pariatur ratione. Illo sequi eum aperiam porro hic quam.,theodoreramachandran718@gmail.com,3571297.16,736056.92,rejected,2022-06-08
157,Kurian PLC,Id eveniet quidem ratione quo quidem esse. Sed facilis laboriosam quo cupiditate qui.,guneethayre814@gmail.com,8731549.02,956671.88,pending,2023-01-16
158,"Bath, D’Alia and Sawhney","Qui omnis labore nemo soluta. Nostrum nisi illo distinctio earum quas atque optio.
Dolor sed accusamus.",rachitaissac123@gmail.com,5947665.84,2692831.1,approved,2020-06-08
159,Mani Inc,Iure quam ipsa excepturi consectetur veniam. Animi omnis tempore doloremque odio a deserunt. Ex fuga voluptates ducimus accusantium.,nidhisant225@gmail.com,2617393.01,1474971.51,pending,2022-12-14
160,Grewal-Saxena,Explicabo debitis accusantium nihil pariatur architecto ea.,bakhshinagarajan45@gmail.com,6313107.22,2543249.06,approved,2022-12-30
161,Nagy-Varughese,Incidunt autem voluptatum minima sed quia. Vitae rem occaecati sequi natus impedit. Amet nihil illum quasi odit non accusamus. Quo voluptate architecto commodi dolores necessitatibus.,sanyapradhan712@gmail.com,3050636.66,2940638.95,approved,2024-03-25
162,"Kothari, Minhas and Kamdar","Placeat et laboriosam minus. Deserunt quisquam exercitationem adipisci amet id. Quisquam quasi illo similique culpa.
Reiciendis fuga ab eos quia. Vel adipisci eaque vel a provident aliquam.",andrewmishra736@gmail.com,6574169.21,3659874.43,approved,2022-03-10
163,"Subramaniam, Bajwa and Morar",Iure magni ipsa cumque fugiat amet. Maxime inventore aliquid error perspiciatis nihil. Corporis quibusdam eum quasi tempora inventore.,amairadass207@gmail.com,7317191.16,3999850.33,pending,2023-07-13
164,Prasad Group,"Excepturi excepturi ut accusamus deleniti.
Enim expedita ab sequi consequatur voluptatibus. Voluptates magnam voluptates assumenda.",gaurikachaudhari273@gmail.com,3358635.36,1793021.91,approved,2020-05-16
165,Sangha-Shetty,Veniam nesciunt accusamus. Fugiat temporibus eos tenetur ducimus. Omnis quae placeat numquam excepturi alias. Ea suscipit occaecati nobis.,pranitdhaliwal586@gmail.com,6926752.26,589164.89,approved,2023-07-20
166,"Sane, Kant and Raman",Recusandae ad asperiores. Iusto ipsam rem quas libero eos omnis. Facilis sunt quisquam commodi. Totam dignissimos doloremque voluptatem cum nesciunt alias enim.,aayushchatterjee539@gmail.com,5825561.85,1243542.87,approved,2024-09-04
167,Bala-Raval,"Eaque magni voluptas excepturi perspiciatis. Rem sed ab ipsam explicabo. Exercitationem sint quas. Nesciunt earum et nemo debitis praesentium.
Et qui nostrum veniam quibusdam.",bhavikasaraf221@gmail.com,6644120.32,5288480.4,rejected,2020-06-25
168,Chawla and Sons,Sed magni magni ipsa ex quas. Possimus consectetur perspiciatis. Totam ducimus maiores numquam voluptatem assumenda quas.,rehaanbose430@gmail.com,8793585.97,5342703.04,pending,2021-07-24
169,Sane-Oak,"Fugiat tenetur doloribus ratione. Rerum eos fugit. Blanditiis fuga provident voluptatibus minima.
Quia eaque modi illo sapiente deserunt explicabo. Repellendus et quo quas. Fugit sapiente dolorum.",michaelrattan94@gmail.com,4509223.77,4479690.72,rejected,2020-07-12
170,"Dhar, Hari and Karpe",Soluta nemo nostrum minima iure a. Veritatis illo odit neque porro reprehenderit ratione. Velit voluptate fugiat accusantium.,balhaardatta163@gmail.com,3492527.67,2073235.58,pending,2023-12-26
171,"Merchant, De and Pathak",Nostrum quasi cumque quod ratione fugit blanditiis. Hic placeat voluptate quas. Iste recusandae quasi corrupti sunt.,alkawadhwa347@gmail.com,3220971.14,2238509.05,rejected,2022-03-03
172,Issac Group,"Officiis soluta accusamus perferendis est.
Ut esse impedit sunt et. Qui repellat sint similique. Dolor cum minima veniam. Assumenda similique deleniti officiis.",nishabutala702@gmail.com,3368379.43,2034590.17,rejected,2021-08-10
173,Basu Ltd,Quia inventore distinctio quis beatae autem iure. Fugiat illum fuga magni quos cum animi. Cumque ad doloribus voluptates veniam deleniti eligendi.,pallavideep644@gmail.com,4845796.58,415628.27,pending,2024-06-25
174,Pall Inc,"Reiciendis non officia iusto. Aperiam at labore.
Quibusdam eum fugiat incidunt atque. Omnis vitae tenetur eveniet totam suscipit.
Alias a quod ipsa numquam. Voluptatibus hic reiciendis autem esse.",bimaladada115@gmail.com,5682303.95,1923776.51,rejected,2023-02-28
175,"Basu, Kuruvilla and Chhabra","Voluptatum earum iusto architecto vel nam dolor. Quo ratione consectetur quia.
Rerum dolore ipsa omnis nihil libero numquam. Nostrum quam eaque. Ratione incidunt quasi accusamus voluptatum.",haritagopal882@gmail.com,5553381.6,1075714.01,pending,2022-10-24
176,Shetty-Chada,"Adipisci excepturi tempora id.
Optio corporis nulla deserunt. Iusto dolore distinctio animi. Ad non velit voluptatem minima repellat dolor.",nimrathayer453@gmail.com,6654366.5,3438482.21,pending,2024-03-10
177,Dube-Kumer,Totam ab cum reiciendis nisi at ratione. Accusamus temporibus cupiditate perspiciatis. Dolore inventore optio harum.,yashodharakhatri640@gmail.com,5026003.78,3122440.78,pending,2024-05-26
178,Rai-Agrawal,"Omnis eligendi odio voluptate asperiores velit. Necessitatibus consectetur necessitatibus dolor. Ipsum non modi sed.
Magni fugit modi quos dolor dignissimos.",urmiganguly131@gmail.com,7907068.15,6718830.95,rejected,2021-10-30
179,Nagarajan PLC,"Consequuntur atque natus. Fuga eligendi nobis fugiat ullam.
Animi voluptates dolor eius ipsa. Numquam maxime reiciendis sequi neque quae. Fugit fugit minima quis. Aliquid dolores natus et ipsum.",faqidghosh763@gmail.com,4470686.33,2973334.25,approved,2020-10-20
180,Chauhan PLC,Voluptatibus quam enim illum similique maiores libero quidem. Neque officiis exercitationem harum distinctio. Fugiat nemo sit esse fugit eligendi fuga. Commodi eos iste delectus nisi nulla.,urvichokshi122@gmail.com,10440338.33,10045409.59,rejected,2021-03-07
181,Zachariah-Chand,Provident velit saepe omnis. Alias a accusantium omnis explicabo reprehenderit. Asperiores adipisci tenetur architecto possimus.,rajeshrirama852@gmail.com,6251334.7,1468174.19,pending,2024-09-24
182,Goda and Sons,Libero fugit iure odit. Laborum dignissimos nostrum delectus voluptas porro. Dolorum voluptas ut placeat.,shivanibera78@gmail.com,3285684.89,1545203.98,approved,2020-05-13
183,Mane LLC,Iste eum beatae nisi consequuntur placeat nobis amet. Veniam deleniti quas cupiditate nostrum sunt modi saepe. Incidunt laudantium sint ducimus impedit modi consequuntur.,wrideshbrar598@gmail.com,2858215.0,2676363.59,pending,2020-09-15
184,"Srinivasan, Badal and Khosla",Ipsa saepe rem fugiat eos. Molestiae debitis consectetur repellat nostrum.,balveeriyengar118@gmail.com,5964944.83,3539158.8,rejected,2023-06-06
185,Chaudhary-Barman,"Ab magni natus similique aliquid. Ipsam commodi quas voluptate non neque. Hic magnam qui tenetur quae perspiciatis excepturi.
Error atque eos quis eius illum. Maiores est cupiditate quam iure.",hemawason488@gmail.com,4553074.43,4336491.65,rejected,2023-05-20
186,Arya-Ghosh,Asperiores quaerat possimus incidunt ea est. Atque rerum odio modi commodi. Tempora officiis ab similique molestiae laudantium.,timothychakraborty854@gmail.com,6428000.99,3206411.31,approved,2022-12-23
187,Srinivas PLC,"Laboriosam cum nulla necessitatibus et expedita quas. Totam perferendis dicta beatae dicta.
Voluptate repellendus corrupti blanditiis.",dhritilal863@gmail.com,5946475.25,2864311.19,rejected,2023-05-26
188,Bhattacharyya-Chana,"Cumque asperiores illo quae amet atque doloremque.
Eum optio voluptas cupiditate sequi. Consequuntur at nesciunt dolor quibusdam. Eveniet aliquid quia esse eos.",farajmahajan128@gmail.com,4854342.17,3798303.17,approved,2021-02-06
189,Mutti-Sodhi,"Nesciunt ad neque. Voluptatibus magnam incidunt doloribus. Odit ut beatae inventore.
Iusto vel facilis perferendis. Corrupti quis ad hic eum incidunt. Atque qui cum veniam aspernatur dolorum libero.",geetikabehl395@gmail.com,3306412.56,413526.34,rejected,2023-08-01
190,"Shan, Ahluwalia and Balan","Quidem iste harum perferendis corporis. Minus occaecati eum deserunt dolorem.
Ut hic esse enim quisquam eaque. Quisquam id sed maiores nostrum aspernatur aspernatur voluptatibus.",mugdhalall896@gmail.com,1970305.55,855455.78,approved,2021-11-20
191,"Brar, Som and Patla",Totam dolorem optio autem unde molestiae. Tempore blanditiis neque dicta. Repellat distinctio sed minus quis maiores. Itaque libero cupiditate quod ea itaque.,taradesai165@gmail.com,4106970.1,832579.97,rejected,2022-01-21
192,Sami PLC,"Voluptatibus expedita quis veniam recusandae amet incidunt. Quod amet occaecati accusantium deserunt unde.
Molestias corporis aut incidunt architecto. Ullam non repudiandae vero earum doloribus.",etabose511@gmail.com,6712797.59,1623169.23,approved,2020-07-24
193,Batra-Shanker,Maiores facilis voluptate a omnis vel deleniti. Placeat quos officia cupiditate. Beatae fugit laudantium pariatur.,ayaanoza7@gmail.com,5428187.49,3604296.4,rejected,2022-11-13
194,Natt-Saraf,Odio accusantium vitae voluptatem iste dolorem. Sit officiis praesentium quas corporis adipisci exercitationem. Repellendus ipsum provident perferendis nemo fugiat laborum.,dominicmody682@gmail.com,2508522.44,2310179.27,approved,2021-01-25
195,Dalal-Sankaran,"Molestiae corrupti optio. Illum ut repudiandae. Est nobis maxime.
Autem veritatis earum mollitia iusto excepturi eligendi.",unnipradhan343@gmail.com,5346361.85,4398366.11,rejected,2022-05-04
196,"Apte, Som and Prabhu",Consequuntur molestiae temporibus qui suscipit. Ipsam cum deleniti voluptate. Deleniti tenetur rerum minus consequuntur.,ucchalsanghvi378@gmail.com,5770634.76,4511045.71,rejected,2023-09-24
197,"Kumer, Apte and Murty","Sequi voluptate consequatur consequuntur praesentium. Culpa est expedita nulla quisquam fugiat ipsa totam.
Molestias nihil nobis quo. At perspiciatis nam modi explicabo debitis ipsam.",ojasvide490@gmail.com,3232285.13,1720370.58,pending,2021-08-19
198,Din-Seth,"Quasi porro repellendus nostrum recusandae veritatis. At quam praesentium exercitationem.
Non quod ipsa cumque ipsa. Mollitia possimus est distinctio natus consequatur. Est facere itaque aut.",yashodharakhatri640@gmail.com,5307450.21,409185.97,approved,2024-09-21
